run,metric,val
x264-sms,pref_sms_window_1,0.000%
x264-sms,pref_sms_window_2,0.344%
x264-sms,pref_sms_window_4,0.687%
x264-sms,pref_sms_window_8,0.344%
x264-sms,pref_sms_window_16,0.000%
x264-sms,pref_sms_window_24,1.031%
x264-sms,pref_sms_window_32,97.595%
x264-sms,pref_sms_window_64,0.000%
x264-sms,pref_sms_window_wtf,0
xalancbmk_s_base-default,ipc,1.01623
xalancbmk_s_base-default,pref_unused_evict,15632
xalancbmk_s_base-default,dcache_miss,19.271%
xalancbmk_s_base-default,dcache_miss_compulsory,0.0307
xalancbmk_s_base-default,dcache_miss_capacity,0.9653
xalancbmk_s_base-default,dcache_miss_conflict,0.0041
xalancbmk_s_base-default,l1_hit,80.065%
xalancbmk_s_base-default,l1_miss,19.935%
xalancbmk_s_base-default,pref_sms_window_1,-nan%
xalancbmk_s_base-default,pref_sms_window_2,-nan%
xalancbmk_s_base-default,pref_sms_window_4,-nan%
xalancbmk_s_base-default,pref_sms_window_8,-nan%
xalancbmk_s_base-default,pref_sms_window_16,-nan%
xalancbmk_s_base-default,pref_sms_window_24,-nan%
xalancbmk_s_base-default,pref_sms_window_32,-nan%
xalancbmk_s_base-default,pref_sms_window_64,-nan%
xalancbmk_s_base-default,pref_sms_window_wtf,0
xalancbmk_s_base-ghb,ipc,1.03741
xalancbmk_s_base-ghb,pref_unused_evict,10827
xalancbmk_s_base-ghb,dcache_miss,19.259%
xalancbmk_s_base-ghb,dcache_miss_compulsory,0.0307
xalancbmk_s_base-ghb,dcache_miss_capacity,0.9653
xalancbmk_s_base-ghb,dcache_miss_conflict,0.0040
xalancbmk_s_base-ghb,l1_hit,81.619%
xalancbmk_s_base-ghb,l1_miss,18.381%
xalancbmk_s_base-ghb,pref_sms_window_1,-nan%
xalancbmk_s_base-ghb,pref_sms_window_2,-nan%
xalancbmk_s_base-ghb,pref_sms_window_4,-nan%
xalancbmk_s_base-ghb,pref_sms_window_8,-nan%
xalancbmk_s_base-ghb,pref_sms_window_16,-nan%
xalancbmk_s_base-ghb,pref_sms_window_24,-nan%
xalancbmk_s_base-ghb,pref_sms_window_32,-nan%
xalancbmk_s_base-ghb,pref_sms_window_64,-nan%
xalancbmk_s_base-ghb,pref_sms_window_wtf,0
xalancbmk_s_base-none,ipc,1.05683
xalancbmk_s_base-none,pref_unused_evict,0
xalancbmk_s_base-none,dcache_miss,20.512%
xalancbmk_s_base-none,dcache_miss_compulsory,0.0288
xalancbmk_s_base-none,dcache_miss_capacity,0.9673
xalancbmk_s_base-none,dcache_miss_conflict,0.0038
xalancbmk_s_base-none,l1_hit,81.143%
xalancbmk_s_base-none,l1_miss,18.857%
xalancbmk_s_base-none,pref_sms_window_1,-nan%
xalancbmk_s_base-none,pref_sms_window_2,-nan%
xalancbmk_s_base-none,pref_sms_window_4,-nan%
xalancbmk_s_base-none,pref_sms_window_8,-nan%
xalancbmk_s_base-none,pref_sms_window_16,-nan%
xalancbmk_s_base-none,pref_sms_window_24,-nan%
xalancbmk_s_base-none,pref_sms_window_32,-nan%
xalancbmk_s_base-none,pref_sms_window_64,-nan%
xalancbmk_s_base-none,pref_sms_window_wtf,0
xalancbmk_s_base-sms,ipc,0.91336
xalancbmk_s_base-sms,pref_unused_evict,109119
xalancbmk_s_base-sms,dcache_miss,20.524%
xalancbmk_s_base-sms,dcache_miss_compulsory,0.0288
xalancbmk_s_base-sms,dcache_miss_capacity,0.9674
xalancbmk_s_base-sms,dcache_miss_conflict,0.0038
xalancbmk_s_base-sms,l1_hit,80.315%
xalancbmk_s_base-sms,l1_miss,19.685%
xalancbmk_s_base-sms,pref_sms_window_1,0.000%
xalancbmk_s_base-sms,pref_sms_window_2,25.372%
xalancbmk_s_base-sms,pref_sms_window_4,28.770%
xalancbmk_s_base-sms,pref_sms_window_8,29.259%
xalancbmk_s_base-sms,pref_sms_window_16,11.151%
xalancbmk_s_base-sms,pref_sms_window_24,4.061%
xalancbmk_s_base-sms,pref_sms_window_32,1.386%
xalancbmk_s_base-sms,pref_sms_window_64,0.000%
xalancbmk_s_base-sms,pref_sms_window_wtf,0
